115,5-P-BETA-D-RIBOSYL-AMINE,5-phospho-&beta;-D-ribosyl-amine
116,3-SULFINYL-PYRUVATE,3-sulfinyl-pyruvate
117,CPD-8597,N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosylproteoglycan
118,CPD-476,"4-(2-aminophenyl)-2,4-dioxobutanoate"
119,2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE,"2-C-methyl-D-erythritol-2,4-cyclodiphosphate"
120,CANAVANINOSUCCINATE,canavaninosuccinate
121,DEAMIDO-NAD,deamido-NAD
122,6-A-D-GLUCOSAMINYL-1D-MYO-INOSITOL-12,"6-(&alpha;-D-glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate"
123,RX,RX
124,CPD-7033,2-methylbutanol
125,AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP,4-amino-5-hydroxymethyl-2-methylpyrimidine-pyrophosphate
126,3-DEHYDRO-SHIKIMATE,3-dehydro-shikimate
127,4-AMINO-4-DEOXYCHORISMATE,4-amino-4-deoxychorismate
128,CPD-7640,"hexane-6-keto-1,3,4,6-tetracarboxylate"
129,CPD-3190,4-oxo-4-(3-pyridyl)-butanamide
130,ACRYLATE,acrylate
131,CPD-10230,5-deoxy-5-amino-3-dehydroshikimate
132,CPD-5845,3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carbaldehyde
133,NICOTINATE_NUCLEOTIDE,nicotinate nucleotide
134,CYCLOHEXA-15-DIENE-1-CARBONYL-COA,"cyclohex-1,5-diene-1-carboxyl-CoA"
135,CPD-597,N-carbamoylputrescine
136,DIHYDROLIPOAMIDE,dihydrolipoamide
137,DELTA1-PIPERIDEINE-2-CARBOXYLATE,&Delta;1-piperideine-2-carboxylate
138,4-MALEYL-ACETOACETATE,4-maleyl-acetoacetate
139,N-DESULFOHEPARIN,N-desulfoheparin
140,TRYPTAMINE,tryptamine
141,CPD-280,glutarate semialdehyde
142,CPD-9464,"oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside"
143,CPD-7634,methanofuran biosynththesis intermediate MF1
144,CPD-7993,N-methylaminobutanal
145,2-KETO-3-METHYL-VALERATE,2-keto-3-methyl-valerate
146,3-PYRIDYLACETIC-ACID,3-pyridylacetate
147,CPD-39,peptidylamidoglycolate
148,CPD-5821,"5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate"
149,CPD-763,arsenite
150,O-UREIDOHOMOSERINE,O-ureidohomoserine
151,N-ACETYL-GLUTAMYL-P,N-acetylglutamyl-phosphate
152,CPD-6124,1-pyrroline
153,PHOSPHORYL-ETHANOLAMINE,phosphoryl-ethanolamine
154,N4-N-ACETYL-BETA-D-GLUCOSAMINYL-X,"N4-{N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,3)-[N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,6)]-[&beta;-D-xylosyl-(1,2)]-&beta;-D-mannosyl-(1,4)-N-acetyl-&beta;-D-glucosaminyl-(1,4)-N-acetyl-&beta;-D-glucosaminyl}asparagine"
155,CPD-30,N-acetyl-4-aminobutanal
156,CPD-10227,1-deoxy-1-imino-D-erythrose 4-phosphate
157,CPD-1834,"(25R)-3&alpha;,7&alpha;-dihydroxy-5-&beta;-cholestanate"
158,FORMATE,formate
159,ISOCHORISMATE,isochorismate
160,CONIFERYL-ALCOHOL,coniferyl alcohol
161,GAMMA-BUTYROBETAINE,&gamma;-butyrobetaine
162,CPD-10586,"(25R)-5&beta;-cholestane-3&alpha;,7&alpha;,26-triol"
163,N-FORMYLKYNURENINE,N-formylkynurenine
164,CPD-10225,kanosamine-6-phosphate
165,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,5-aminoimidazole ribonucleotide
166,CPD-678,selenide
167,CARBAMOYL-P,carbamoyl-phosphate
168,ACRYLAMIDE,acrylamide
169,HX,HX
170,CPD-1134,2-dehydro-3-deoxy-L-arabinonate
171,CAFFEOYLQUINATE,trans-5-O-caffeoyl-D-quinate
172,NN-DIMETHYLANILINE-N-OXIDE,nn-dimethylaniline-n-oxide
173,IMIDAZOLE_ACETALDEHYDE,imidazole acetaldehyde
174,2-3-DIHYDRODIPICOLINATE,"L-2,3-dihydrodipicolinate"
175,CPD-54,4-aminoimidazole
176,DIMETHYLARSINATE,cacodylate
177,ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE,undecaprenyl-N-acetyl-&alpha;-D-glucosaminyl-pyrophosphate
178,CPD-7644,2-methylamine-furan
179,BISOHMYR-GLUCOSAMINYL-1P,"2,3-bis(3-hydroxymyristoyl)-&beta;-D-glucosaminyl 1-phosphate"
180,ISOBUTANOL,isobutanol
181,XANTHINE,xanthine
182,CPD6666-1,oleamide
183,CPD-867,"2-oxo-&Delta;3-4,5,5-trimethylcyclopentenylacetyl-CoA"
184,AMINO-HYDROXYMETHYL-METHYL-PYR-P,hydroxymethylpyrimidine phosphate
185,INDOLE-3-KETOL,indole-3-ketol
186,BENZYLSUCCINATE,(R)-2-benzylsuccinate
187,ARACHIDONYL-COA,arachidonyl-CoA
188,CPD-1772,aminoacetaldehyde
189,PHENYLGLYOXYLATE,phenylglyoxylate
190,5-HYDROXY-CONIFERALDEHYDE,5-hydroxy-coniferaldehyde
191,MESACONATE,mesaconate
192,SHIKIMATE-5P,shikimate-3-phosphate
193,CPD-444,5-methylthioribose-1-phosphate
194,L-PIPECOLATE,L-pipecolate
195,CPD-6978,"4-coumaroyl-3',4'-dihydroxyphenyllactate"
196,CPD-8629,m7G(5')pppm6Am
197,CPD-10617,(alginate)n+1
198,CPD-85,"1,2-dihydroxy-3-keto-5-methylthiopentene"
199,SS-DIMETHYL-BETA-PROPIOTHETIN,dimethylsulfoniopropionate
200,CPD-3185,cotinine N-oxide
201,N-ACETYL-5-METHOXY-TRYPTAMINE,melatonin
202,L-DEHYDRO-ASCORBATE,L-dehydro-ascorbate
203,CPD-1091,S-ureidoglycolate
204,CPD-9807,2-hydroxyferulate
205,CPD-7647,4-[N-&gamma;-L-glutamyl-&gamma;-L-glutamyl-)-p-(&beta;-aminoethyl)phenoxy-methyl]-2-(aminomethyl)furan
206,4-HYDROXYBENZALDEHYDE,4-hydroxybenzaldehyde
207,CPD-3183,nicotine isomethonium ion
208,CHONDROITIN-6-SULFATE,chondroitin-6-sulfate
209,CPD-3189,4-(methylamino)-1-(3-pyridyl)-1-butanone
210,INDOLE-3-GLYCOL,indole-3-glycol
211,CPD-3629,2'-hydroxypseudobaptigenin
212,CPD-10590,"(24R,25R)-3&alpha;,7&alpha;,24-trihydroxy-5&beta;-cholestanoyl CoA"
213,CDP-N-METHYLETHANOLAMIN,CDP-N-methylethanolamine
214,DIMETHYLAMINE,dimethylamine
215,DIHYDROXY-BUTANONE-P,"L-3,4-dihydroxybutan-2-one-4-phosphate"
216,OXALACETIC_ACID,oxaloacetate
217,KDO,3-deoxy-D-manno-octulosonate
218,3-DE-H-CARNITINE,3-dehydrocarnitine
219,D-HEXOSE-6-PHOSPHATE,D-hexose 6-phosphate
220,CPD-11281,S-sulfanylglutathione
221,CPD-3188,N'-hydroxymethyl-norcotinine
222,CPD-183,gallate
223,3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P,3-deoxy-D-arabino-heptulosonate-7-phosphate
224,GLYCYL-PEPTIDE,glycyl-peptide
225,2-ACETO-2-HYDROXY-BUTYRATE,2-aceto-2-hydroxy-butyrate
226,CPD-866,"2-oxo-&Delta;3-4,5,5-trimethylcyclopentenylacetate"
227,ITACONATE,itaconate
228,CPD-863,5-exo-hydroxycamphor
229,5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE,5-phosphoribosyl-N-formylglycineamidine
230,COUMARALDEHYDE,coumaraldehyde
231,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE,2-C-methyl-D-erythritol-4-phosphate
232,3-HYDROXY-ANTHRANILATE,3-hydroxyanthranilate
233,CPD-7643,2-furaldehyde
234,COPROPORPHYRINOGEN_III,coproporphyrinogen III
235,OXIDIZED-DITHIOTHREITOL,oxidized dithiothreitol
236,HYDROXY-METHYL-BUTENYL-DIP,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate
237,BETAINE_ALDEHYDE,betaine aldehyde
238,CPD-869,"&Delta;2,5-3,4,4-trimethylpimelyl-CoA"
239,3-OXOPIMELOYL-COA,3-oxopimelyl-CoA
240,SEPO3,selenophosphate
241,CPD-8529,R'C(R)S-S(R)CR'
242,CPD-6979,caffeoyl-4'-hydroxyphenyllactate
243,4-AMINO-5-IMIDAZOLE_CARBOXYLATE,4-amino-5-imidazole carboxylate
244,CPD-10588,"(25S)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA"
245,PICOLINATE,picolinate
246,CPD-377,2-keto-L-gluconate
247,CPD-1282,CoB-CoM heterodisulfide
248,ALPHA-N-ACETYLNEURAMINYL-26-BETA-D-GALA,"&alpha;-N-acetylneuraminyl-2,6-&beta;-D-galactosyl-1,4-N-acetyl-&beta;-D-glucosamine"
249,CPD-8598,&beta;-D-glucuronosyl-(1->4)-N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosylproteoglycan
250,CPD-16,phloroglucinol
251,CPD-560,S-methyl-5-thio-D-ribose
252,3-OXOADIPATE-ENOL-LACTONE,&beta;-ketoadipate-enol-lactone
253,PSEUDOURIDINE-5-P,pseudouridine 5'-phosphate
254,SINAPYL-ALCOHOL,sinapyl-alcohol
255,GLUTARATE,glutarate
256,DIETHYLTHIOPHOSPHATE,diethylthiophosphate
257,CPD-7638,"2,4-substituted-furan"
258,3-HYDROXY-PROPIONATE,3-hydroxypropionate
259,PHOSPHORYL-CHOLINE,phosphoryl-choline
260,5-KETO-4-DEOXY-D-GLUCARATE,5-dehydro-4-deoxy-D-glucarate
261,2-DEHYDROPANTOYL-LACTONE,2-dehydropantolactone
262,CPD-6644,wighteone
263,METHYLOXALO-ACETATE,methyloxaloacetate
264,DI-H-OROTATE,dihydroorotate
265,4-FUMARYL-ACETOACETATE,4-fumaryl-acetoacetate
266,CPD-9923,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate"
267,PYROGALLOL,pyrogallol
268,CPDQT-400,2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole
269,5-PHOSPHO-RIBOSYL-GLYCINEAMIDE,5-phospho-ribosyl-glycineamide
270,LIPID,lipid
271,CPD-1242,3-keto-&beta;-D-galactose
272,CPD-233,"(3S)-3,6-diaminohexanoate"
273,D-GALACTOSAMINE-6-PHOSPHATE,D-galactosamine-6-phosphate
274,P-COUMAROYL-COA,4-coumaroyl-CoA
275,4-P-PANTOTHENATE,D-4'-phosphopantothenate
276,APS,adenosine 5'-phosphosulfate
277,CPD0-181,N5-carboxyaminoimidazole ribonucleotide
278,CPD-3194,4-(3-pyridyl)-3-butenoate
279,CPD0-939,Lipid A-core
280,CPD4FS-1,CDP-N-dimethylethanolamine
281,HOMOGENTISATE,homogentisate
282,ENT-KAUR-16-EN-19-OL,ent-kaur-16-en-19-ol
283,CPD-8603,&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosylproteoglycan
284,CPD0-882,"1,6-anhMurNAc"
285,PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE,4-carboxyaminoimidazole ribonucleotide
286,S-N-METHYLCOCLAURINE,S-N-methylcoclaurine
287,LOGANIN,loganin
288,CPD-3184,cotinine methonium ion
289,GAMMA-GLUTAMYL-PUTRESCINE,&gamma;-glutamyl-L-putrescine
290,CPD-7227,2'-deoxymugineic acid
291,E-PHENYLITACONYL-COA,E-phenylitaconyl-CoA
292,O-SUCCINYLBENZOATE,o-succinylbenzoate
293,2-METHYLMALEATE,citraconate
294,CPD-465,presqualene diphosphate
295,CPD-283,"6-oxo-1,4,5,6-tetrahydronicotinate"
296,CPD-602,5-amino-6-(5'-phosphoribosylamino)uracil
297,CPD-9737,"2-hydroxy-3-carboxy-4,5-cyclopropylhex-5-enoate"
298,GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH,&gamma;-glutamyl-&gamma;-aminobutyraldehyde
299,5-OXOPROLINE,5-oxoproline
300,CPD-9000,4-(glutamylamino) butanoate
301,5-AMINOPENTANOATE,5-aminopentanoate
302,CPD-4211,dimethylallyl-diphosphate
303,CARBON-DIOXIDE,CO2
304,2-KETO-GLUTARAMATE,2-keto-glutaramate
305,LOGANATE,loganate
306,INDOLE-3-GLYOXYLATE,indole-3-glyoxylate
307,ACETOL,acetol
308,PROPIONYL-P,propionyl-P
309,IMIDAZOLE-ACETOL-P,imidazole acetol-phosphate
310,CPD-7637,phosphate-ester-of-dihydrofuran
311,5-HYDROXY-FERULIC-ACID,5-hydroxy-ferulic-acid
312,CPD-7641,"hexane-6-ol-1,3,4,6-tetracarboxylate"
313,CREATININE,creatinine
314,2-KETO-6-ACETAMIDOCAPROATE,2-keto-6-acetamidocaproate
315,CIS-CIS-MUCONATE,"cis,cis-muconate"
316,S-RETICULINE,(S)-reticuline
317,CPD-2748,nornicotine
318,METHYLARSONATE,methylarsonate
319,CPD-548,S-formylglutathione
320,N2-SUCCINYLGLUTAMATE,N2-succinylglutamate
321,HCL,HCl
322,A-3-OXO-ACID,a 3-oxo acid
323,D-ERYTHRO-IMIDAZOLE-GLYCEROL-P,D-erythro-imidazole-glycerol-phosphate
324,3-P-HYDROXYPYRUVATE,3-phospho-hydroxypyruvate
325,3-ENOLPYRUVYL-SHIKIMATE-5P,5-enolpyruvyl-shikimate-3-phosphate
326,CPD-11552,"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
327,H2CO3,H2CO3
328,HISTAMINE,histamine
329,4-GUANIDO-BUTYRAMIDE,4-guanidinobutyramide
330,CPD-7031,3-methylbutanal
331,CPD-7032,isoamyl alcohol
332,4-COUMAROYLQUINATE,trans-5-O-(4-coumaroyl)-D-quinate
333,CPD-9924,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
334,CPD-142,p-hydroxybenzoylformate
335,5-METHYLTHIOADENOSINE,S-methyl-5'-thioadenosine
336,CPD-9727,5-hydroxy-2-oxopentanoate
337,CANAVANINE,canavanine
338,CPD-641,mevalonate-5-PP
339,CPD-499,mevalonate-5P
340,ETHANOL-AMINE,ethanolamine
341,DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR,"2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate"
342,PHOSPHO-ENOL-PYRUVATE,phosphoenolpyruvate
343,PHENOL-PHOSPHATE,phenol-phosphate
344,CPD-1067,"(3S,5S)-3,5-diaminohexanoate"
345,CPD-4863,"N,N-dihydroxyvaline"
346,SHIKIMATE,shikimate
347,CPD-7417,coumarinic acid-&beta;-D-glucoside
348,CPD-8188,glycoprotein N-acetyl-D-galactosamine
349,N-SUCCINYLLL-2-6-DIAMINOPIMELATE,"N-succinyl-L,L-2,6-diaminopimelate"
350,CPD-9137,"2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate"
351,RIBOSE-15-BISPHOSPHATE,"ribose-1,5-bisphosphate"
352,DIHYDRO-DIOH-BENZOATE,"2,3-dihydro-2,3-dihydroxybenzoate"
353,2-DEHYDROPANTOATE,2-dehydropantoate
354,CPD-8259,nicotinate riboside
355,CPD-10807,enolaldehyde
356,MALONATE-S-ALD,malonate semialdehyde
357,S-NORLAUDANOSOLINE,S-norlaudanosoline
358,CPD-1117,L-arabinonate
359,XANTHURENATE,xanthurenate
360,5-ACETAMIDOVALERATE,5-acetamidovalerate
361,CPD-577,cyclohexane-1-carboxyl-CoA
362,STREPTIDINE-6-PHOSPHATE,streptidine 6-phosphate
363,CPD-2961,6-phospho-D-gluconate
364,7-DEOXYLOGANIN,7-deoxyloganin
365,1516-DIHYDROBILIVERDIN,"15,16-dihydrobiliverdin"
366,N-ACETYL-BETA-GLUCOSAMINYLAMINE,N-acetyl-&beta;-glucosaminylamine
367,CPD-550,N-sulfo-D-glucosamine
368,OXIDIZED-GLUTATHIONE,glutathione disulfide
369,METHYLBUT-CPD,2-methylbutanal
370,CPD-1086,"5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate"
371,QUINOLINATE,quinolinate
372,THIAMINE-P,thiamine-phosphate
373,HMP,hydroxymethylpyrimidine
374,3-INDOLYLGLYCOLALDEHYDE,indole-3-glycol aldehyde
375,GLYCOLLATE,glycolate
376,N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY,N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine
377,BUTYRYL-P,butyryl phosphate
378,N-METHYLHYDANTOIN,N-methylhydantoin
379,2-AMINOMUCONATE_SEMIALDEHYDE,2-aminomuconate semialdehyde
380,OXOPENTENOATE,2-oxopentenoate
381,N-ACETYL-BETA-D-GLUCOSAMINYL-12-ALPHA-D,"N-acetyl-&beta;-D-glucosaminyl-1,2-&alpha;-D-mannosyl-1,3-(R1)-&beta;-D-mannosyl-R2"
382,L-KYNURENINE,kynurenine
383,DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE,tetrahydrodipicolinate
384,ACETYL-P,acetylphosphate
385,CPD-9735,"2-oxohexa-4,5-cyclopropyl-5-enoate"
386,CPD-67,2-phosphoglycolate
387,L-HISTIDINOL-P,L-histidinol-phosphate
388,2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP,2-hydroxy-3-keto-5-methylthio-1-phosphopentene
389,ANTHRANILATE,anthranilate
390,CPD-654,"2,5-dioxopentanoate"
391,INOSITOL-PHOSPHATE,inositol phosphate
392,CPD-10735,2-keto-3-deoxy-D-glycero-D-galacto-nononate-9-phosphate
393,CPD-10734,2-keto-3-deoxy-D-glycero-D-galacto-nononate
394,ALPHA-D-MANNOSYL-13-R1-BETA-D-MANNOSY,"&alpha;-D-mannosyl-1,3-(R1)-&beta;-D-mannosyl-R2"
395,CPD-741,muconolactone
396,CPD-3628,pseudobaptigenin
397,CPD-9739,beta-methylenecyclopropyl pyruvate
398,3OH-4P-OH-ALPHA-KETOBUTYRATE,2-oxo-3-hydroxy-4-phosphobutanoate
399,CPD-8599,&beta;-D-glucuronosyl-(1->4)-N-acetyl-&alpha;-D-glucosaminylproteoglycan
400,DIHYDROXYACETONE,dihydroxy-acetone
401,CPD-10226,3-amino-3-deoxy-D-fructose 6-phosphate
402,CPD-8628,m7G(5')pppAm
403,THIAMINE-PYROPHOSPHATE,thiamine diphosphate
404,HYDROGEN-MOLECULE,H2
405,2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE,(2S)-2-amino-3-oxo-4-phosphonooxybutanoate
406,CPD-3192,4-oxo-4-(3-pyridyl)-butanoate
407,SUCC-S-ALD,succinate semialdehyde
408,CPD-8564,myosin light-chain
409,SINAPOYL-COA,sinapoyl-CoA
410,CPD-6122,"1,5-diazabicyclononane"
411,N4-N-ACETYL-BETA-D-GLUCOSAMINYL-F6,"N4-{N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,3)-[N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,6)]-&beta;-D-mannosyl-(1,4)-N-acetyl-&beta;-D-glucosaminyl-(1,4)-[&alpha;-L-fucosyl-(1,6)]-N-acetyl-&beta;-D-glucosaminyl}asparagine"
412,GLUTAMATE-1-SEMIALDEHYDE,glutamate-1-semialdehyde
