64	RXN-6382	3-aminopropionaldehyde
65		2-trans-Hexadecenal
66	3-ISOPROPYLMALISOM-RXN	(2S)-2-isopropylmalate
67	R524-RXN	cyanate
68	RXN-6381	1,3-diaminopropane
69	3-DEHYDROQUINATE-DEHYDRATASE-RXN	3-dehydroquinate
70	P-PANTOCYSDECARB-RXN	R-4'-phosphopantothenoyl-L-cysteine
71	DIHYDROXYMETVALDEHYDRAT-RXN	2,3-dihydroxy-3-methylvalerate
72	3.6.1.17-RXN	P1,P4-bis(5'-guanosyl) tetraphosphate
73	RXN-1125	sinapaldehyde
74	RXN-8035	trans-&beta;-D-Glucosyl-2-hydroxycinnamate
75	RXN0-5216	2-O-(6-phospho-&alpha;-mannosyl)-D-glycerate
76		N(4)-{N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,3)-[N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,6)]-&beta;-D-mannosyl-(1,4)-N-acetyl-&beta;-D-glucosaminyl-(1,4)-[&alpha;-L-fucosyl-(1,3)]-N-acetyl-&beta;-D-glucosaminyl}asparagine
77	RXN-9850	3&alpha;,7&alpha;-dihydroxy-24-oxo-5&beta;-cholestanoyl CoA
78	RXN-7002	dihydrolipoate
79	2.7.7.57-RXN|RXN-5642	N-methylethanolamine phosphate
80	KDO-8PPHOSPHAT-RXN	3-deoxy-D-manno-octulosonate 8-P
81	5.5.1.2-RXN|4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	2-carboxy-5-oxo-2,5-dihydrofuran-2-acetate
82		lupiwighteone
83	RXN3DJ-13	L-xylo-hexulonolactone
84	1.1.1.168-RXN|RXN-6401	(R)-pantolactone
85	RXN-8822	2-hydroxy-5-methylquinone
86		trimethylamine
87	3.5.1.92-RXN	pantetheine
88	2-METHYLENEGLUTARATE-MUTASE-RXN	2-methyleneglutarate
89	RXN-9174	2-oxo-3-carboxy-4,5-cyclopropylhex-5-enoate
90	RXN-10058	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate
91		nicotine-Glucuronide
92	NAD-SYNTH-NH3-RXN|RXN-25|FERREDOXIN--NITRITE-REDUCTASE-RXN|RXN-7566|6.3.4.16-RXN|ASNSYNA-RXN|GMP-SYN-NH3-RXN|GLUTAMINESYN-RXN	ammonia
93	RXN-8919	ethane
94	ACSERLY-RXN	O-acetyl-L-serine
95	METHYLITACONATE-DELTA-ISOMERASE-RXN	(R)-3-methylitaconate
96	2.5.1.42-RXN	sn-3-O-(geranylgeranyl)glyceryl 1-phosphate
97	1.8.4.8-RXN|325-BISPHOSPHATE-NUCLEOTIDASE-RXN	adenosine 3',5'-bisphosphate
98	RXN-8457|RXN-8642	oxalosuccinate
99	GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN	L-glutaminyl-peptide
100		(S)-2-formylglutarate
101	JUVENILE-HORMONE-ESTERASE-RXN	methyl (2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyltrideca-2,6-dienoate
102		myosin light-chain phosphate
103	R125-RXN	(S)-5-amino-3-oxohexanoate
104	1.97.1.2-RXN	1,2,3,5-tetrahydroxybenzene
105	RXN3O-102	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol
106	2.1.1.128-RXN	(S)-norcoclaurine
107	N-ACETYLGLUTPREDUCT-RXN	N-acetyl-L-glutamate 5-semialdehyde
108	RXN-7745	&beta;-methyl-D-malate
109	KDPGALDOL-RXN	2-dehydro-3-deoxy-D-gluconate-6-phosphate
110	AKPTHIOL-RXN	2-amino-4-oxopentanoate
111		dimethylarsinous acid
112	RXN-646	maleamate
113	RXN-10068	isopentenyl phosphate
114	GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	1,4-&beta;-D-galactosyl-N-acetyl-D-glucosaminyl-R
115	PRPPAMIDOTRANS-RXN|GLYRIBONUCSYN-RXN	5-phospho-&beta;-D-ribosyl-amine
116	3-SULFINYL-PYRUVATE-SPON-RXN	3-sulfinyl-pyruvate
117	2.4.1.225-RXN	N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosylproteoglycan
118	RXN-10720	4-(2-aminophenyl)-2,4-dioxobutanoate
119		2-C-methyl-D-erythritol-2,4-cyclodiphosphate
120	RXN-22	canavaninosuccinate
121	NAD-SYNTH-NH3-RXN|NAD-SYNTH-GLN-RXN	deamido-NAD
122		6-(&alpha;-D-glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate
123	GSHTRAN-RXN	RX
124		2-methylbutanol
125	THI-P-SYN-RXN	4-amino-5-hydroxymethyl-2-methylpyrimidine-pyrophosphate
126	DHSHIKIMATE-DEHYDRO-RXN	3-dehydro-shikimate
127	ADCLY-RXN	4-amino-4-deoxychorismate
128	RXN-8116	hexane-6-keto-1,3,4,6-tetracarboxylate
129	RXN66-105	4-oxo-4-(3-pyridyl)-butanamide
130		acrylate
131	RXN-9587	5-deoxy-5-amino-3-dehydroshikimate
132	RXN-6269	3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carbaldehyde
133	NICONUCADENYLYLTRAN-RXN|RXN-8444|NICOTINATEPRIBOSYLTRANS-RXN	nicotinate nucleotide
134	DCHTHAUERA-RXN	cyclohex-1,5-diene-1-carboxyl-CoA
135	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	N-carbamoylputrescine
136	DIHYDLIPOXN-RXN	dihydrolipoamide
137	RXN-8172	&Delta;1-piperideine-2-carboxylate
138	MALEYLACETOACETATE-ISOMERASE-RXN	4-maleyl-acetoacetate
139	DESULFOHEPARIN-SULFOTRANSFERASE-RXN	N-desulfoheparin
140	RXN-8707|RXN-10716|RXN-1405|RXN-1401|RXN-9316|STRICTOSIDINE-SYNTHASE-RXN	tryptamine
141	RXN-8182|GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	glutarate semialdehyde
142	RXN-9007	oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside
143	RXN-8109	methanofuran biosynththesis intermediate MF1
144		N-methylaminobutanal
145	4.1.1.72-RXN|METHYLVALERATE-RXN|2KETO-3METHYLVALERATE-RXN	2-keto-3-methyl-valerate
146		3-pyridylacetate
147	PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN	peptidylamidoglycolate
148	RXN-6201	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate
149	2.1.1.137-RXN|TRANS-RXN54L-4401|3.6.3.16-RXN	arsenite
150	RXN-10	O-ureidohomoserine
151		N-acetylglutamyl-phosphate
152		1-pyrroline
153	2.1.1.103-RXN|2.7.7.14-RXN	phosphoryl-ethanolamine
154		N4-{N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,3)-[N-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,6)]-[&beta;-D-xylosyl-(1,2)]-&beta;-D-mannosyl-(1,4)-N-acetyl-&beta;-D-glucosaminyl-(1,4)-N-acetyl-&beta;-D-glucosaminyl}asparagine
155	RXN-37	N-acetyl-4-aminobutanal
156	RXN-9584	1-deoxy-1-imino-D-erythrose 4-phosphate
157	6.2.1.28-RXN	(25R)-3&alpha;,7&alpha;-dihydroxy-5-&beta;-cholestanate
158	GARTRANSFORMYL2-RXN|FORMATE-DEHYDROGENASE-NADP+-RXN|PYRUVFORMLY-RXN|FHLMULTI-RXN|1.2.1.2-RXN|FORMATETHFLIG-RXN	formate
159	ISOCHORMAT-RXN|2.5.1.64-RXN	isochorismate
160	RXN-2602	coniferyl alcohol
161	1.14.11.1-RXN	&gamma;-butyrobetaine
162	RXN-9843	(25R)-5&beta;-cholestane-3&alpha;,7&alpha;,26-triol
163	ARYLFORMAMIDASE-RXN	N-formylkynurenine
164	RXN-9582	kanosamine-6-phosphate
165	PYRIMSYN1-RXN|RXN0-742	5-aminoimidazole ribonucleotide
166	2.7.9.3-RXN	selenide
167	RXN-8810|RXN-9|2.1.3.9-RXN|ASPCARBTRANS-RXN|ORNCARBAMTRANSFER-RXN	carbamoyl-phosphate
168	R311-RXN	acrylamide
169		HX
170	4.2.1.43-RXN	2-dehydro-3-deoxy-L-arabinonate
171	RXN-2622	trans-5-O-caffeoyl-D-quinate
172		nn-dimethylaniline-n-oxide
173		imidazole acetaldehyde
174		L-2,3-dihydrodipicolinate
175	R13-RXN	4-aminoimidazole
176	RXN-6981	cacodylate
177	UDPMANACATRANS-RXN	undecaprenyl-N-acetyl-&alpha;-D-glucosaminyl-pyrophosphate
178	RXN-8120	2-methylamine-furan
179	LIPIDADISACCHARIDESYNTH-RXN	2,3-bis(3-hydroxymyristoyl)-&beta;-D-glucosaminyl 1-phosphate
180		isobutanol
181	TRANS-RXN-206|R127-RXN|XANTHINE-OXIDASE-RXN|RXN0-901	xanthine
182	RXN-10756	oleamide
183	R546-RXN	2-oxo-&Delta;3-4,5,5-trimethylcyclopentenylacetyl-CoA
184	PYRIMSYN3-RXN	hydroxymethylpyrimidine phosphate
185		indole-3-ketol
186	RXN-864	(R)-2-benzylsuccinate
187		arachidonyl-CoA
188		aminoacetaldehyde
189	BENZOYLFORMATE-DECARBOXYLASE-RXN|PHENGLYOXRED-RXN	phenylglyoxylate
190	RXN-1143	5-hydroxy-coniferaldehyde
191		mesaconate
192	2.5.1.19-RXN	shikimate-3-phosphate
193	5.3.1.23-RXN	5-methylthioribose-1-phosphate
194	RXN-8166|RXN-8161	L-pipecolate
195	RXN-7631	4-coumaroyl-3',4'-dihydroxyphenyllactate
196		m7G(5')pppm6Am
197		(alginate)n+1
198	R147-RXN	1,2-dihydroxy-3-keto-5-methylthiopentene
199	RXN-9736|DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	dimethylsulfoniopropionate
200		cotinine N-oxide
201		melatonin
202	1.8.5.1-RXN	L-dehydro-ascorbate
203	UREIDOGLYCOLATE-LYASE-RXN	S-ureidoglycolate
204	RXN-9270	2-hydroxyferulate
205	RXN-8123	4-[N-&gamma;-L-glutamyl-&gamma;-L-glutamyl-)-p-(&beta;-aminoethyl)phenoxy-methyl]-2-(aminomethyl)furan
206	HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN|HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	4-hydroxybenzaldehyde
207		nicotine isomethonium ion
208		chondroitin-6-sulfate
209	RXN66-148	4-(methylamino)-1-(3-pyridyl)-1-butanone
210	RXN-5443	indole-3-glycol
211		2'-hydroxypseudobaptigenin
212	RXN-9848	(24R,25R)-3&alpha;,7&alpha;,24-trihydroxy-5&beta;-cholestanoyl CoA
213	RXN4FS-1	CDP-N-methylethanolamine
214		dimethylamine
215	LUMAZINESYN-RXN	L-3,4-dihydroxybutan-2-one-4-phosphate
216	PEPCARBOX-RXN|PEPCARBOXYKIN-RXN|CITSYN-RXN|ATP-CITRATE-PRO-S--LYASE-RXN|4.1.1.32-RXN	oxaloacetate
217	CPM-KDOSYNTH-RXN	3-deoxy-D-manno-octulosonate
218	RXN-5881	3-dehydrocarnitine
219		D-hexose 6-phosphate
220	FESGSHTHIO-RXN	S-sulfanylglutathione
221	RXN66-170	N'-hydroxymethyl-norcotinine
222	GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN|GALLATE-DECARBOXYLASE-RXN	gallate
223	3-DEHYDROQUINATE-SYNTHASE-RXN	3-deoxy-D-arabino-heptulosonate-7-phosphate
224	2.3.1.97-RXN	glycyl-peptide
225	ACETOOHBUTREDUCTOISOM-RXN	2-aceto-2-hydroxy-butyrate
226	R545-RXN	2-oxo-&Delta;3-4,5,5-trimethylcyclopentenylacetate
227	RXN-8987|RXN-8988	itaconate
228	R542-RXN	5-exo-hydroxycamphor
229	AIRS-RXN	5-phosphoribosyl-N-formylglycineamidine
230	RXN-1102	coumaraldehyde
231	DXPREDISOM-RXN|2.7.7.60-RXN	2-C-methyl-D-erythritol-4-phosphate
232	1.13.11.6-RXN	3-hydroxyanthranilate
233	RXN-8119	2-furaldehyde
234	HEMN-RXN|RXN0-1461	coproporphyrinogen III
235	1.1.4.1-RXN	oxidized dithiothreitol
236	RXN0-882	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate
237	BADH-RXN	betaine aldehyde
238		&Delta;2,5-3,4,4-trimethylpimelyl-CoA
239	RXN-8032	3-oxopimelyl-CoA
240	RXN-10039|2.9.1.1-RXN	selenophosphate
241		R'C(R)S-S(R)CR'
242	RXN-7629	caffeoyl-4'-hydroxyphenyllactate
243	R62-RXN	4-amino-5-imidazole carboxylate
244	RXN-9846	(25S)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA
245		picolinate
246	DEHYDOGLUCONOKINASE-RXN	2-keto-L-gluconate
247		CoB-CoM heterodisulfide
248		&alpha;-N-acetylneuraminyl-2,6-&beta;-D-galactosyl-1,4-N-acetyl-&beta;-D-glucosamine
249		&beta;-D-glucuronosyl-(1->4)-N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosylproteoglycan
250		phloroglucinol
251	5-METHYLTHIORIBOSE-KINASE-RXN	S-methyl-5-thio-D-ribose
252	3-OXOADIPATE-ENOL-LACTONASE-RXN	&beta;-ketoadipate-enol-lactone
253		pseudouridine 5'-phosphate
254		sinapyl-alcohol
255	RXN-8164	glutarate
256	PHOSPHO-DETHIO-RXN	diethylthiophosphate
257	RXN-8118	2,4-substituted-furan
258	RXN-8968|3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN|RXN-8974|RXN-9086	3-hydroxypropionate
259	RXN-5647|2.7.7.15-RXN	phosphoryl-choline
260	KDGALDOL-RXN	5-dehydro-4-deoxy-D-glucarate
261		2-dehydropantolactone
262		wighteone
263	RXN-7746	methyloxaloacetate
264	DIHYDROOROT-RXN|DIHYDROOROTOX-RXN|DIHYDROOROTATE-DEHYDROGENASE-RXN	dihydroorotate
265	FUMARYLACETOACETASE-RXN	4-fumaryl-acetoacetate
266	O-SUCCINYLBENZOATE-COA-SYN-RXN	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate
267	1.97.1.2-RXN	pyrogallol
268	RXNQT-4301	2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole
269	GARTRANSFORMYL2-RXN|GART-RXN	5-phospho-ribosyl-glycineamide
270	TRANS-RXN54L-3068	lipid
271	KETOGAL-DEHYDROXY-RXN	3-keto-&beta;-D-galactose
272	BETA-LYSINE-56-AMINOMUTASE-RXN	(3S)-3,6-diaminohexanoate
273		D-galactosamine-6-phosphate
274	NARINGENIN-CHALCONE-SYNTHASE-RXN|RXN-3142|RXN-1101|RXN-2601|2.3.1.133-RXN|RXN-8715|RXN-8711|RXN-7626|RXN3O-1120	4-coumaroyl-CoA
275	P-PANTOCYSLIG-RXN	D-4'-phosphopantothenate
276	ADENYLYLSULFKIN-RXN	adenosine 5'-phosphosulfate
277	RXN0-743	N5-carboxyaminoimidazole ribonucleotide
278	RXN66-144	4-(3-pyridyl)-3-butenoate
279		Lipid A-core
280	RXN4FS-4	CDP-N-dimethylethanolamine
281	RXN-2761|RXN-2541|HOMOGENTISATE-12-DIOXYGENASE-RXN	homogentisate
282	RXN-5242	ent-kaur-16-en-19-ol
283		&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosylproteoglycan
284		1,6-anhMurNAc
285	AIRCARBOXY-RXN|SAICARSYN-RXN	4-carboxyaminoimidazole ribonucleotide
286	1.14.13.71-RXN	S-N-methylcoclaurine
287	1.3.3.9-RXN	loganin
288		cotinine methonium ion
289	RXN0-3921	&gamma;-glutamyl-L-putrescine
290		2'-deoxymugineic acid
291	RXN-902	E-phenylitaconyl-CoA
292	O-SUCCINYLBENZOATE-COA-LIG-RXN	o-succinylbenzoate
293	RXN-7744	citraconate
294	RXN66-281	presqualene diphosphate
295	6-HYDROXYNICOTINATE-REDUCTASE-RXN|3.5.2.18-RXN	6-oxo-1,4,5,6-tetrahydronicotinate
296		5-amino-6-(5'-phosphoribosylamino)uracil
297	RXN-9173	2-hydroxy-3-carboxy-4,5-cyclopropylhex-5-enoate
298	RXN0-3922	&gamma;-glutamyl-&gamma;-aminobutyraldehyde
299	5-OXOPROLINASE-ATP-HYDROLYSING-RXN	5-oxoproline
300	RXN0-3942	4-(glutamylamino) butanoate
301	VAGL-RXN	5-aminopentanoate
302	RXN-7820|RXN0-884|RXN-9135|RXN-7225|RXN-8382|RXN-7813|RXN-7812|RXN-7811|RXN-7810|RXN-4543|GPPSYN-RXN|RXN-7142|RXN-7143|RXN-7226|RXN-7779|RXN-7780|RXN-7781	dimethylallyl-diphosphate
303	PHENYLPCARB-RXN|RXN-8115|RXN-7764|RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN|RXN-8957|RXN-7712|6.3.4.16-RXN|RXN0-5253|RXN0-5224	CO2
304		2-keto-glutaramate
305	LOGANATE-O-METHYLTRANSFERASE-RXN	loganate
306		indole-3-glyoxylate
307		acetol
308		propionyl-P
309	HISTAMINOTRANS-RXN	imidazole acetol-phosphate
310	RXN-8113	phosphate-ester-of-dihydrofuran
311	RXN-1122	5-hydroxy-ferulic-acid
312	RXN-8117	hexane-6-ol-1,3,4,6-tetracarboxylate
313	CREATININE-DEAMINASE-RXN|CREATININASE-RXN	creatinine
314	KETAMID-RXN	2-keto-6-acetamidocaproate
315		cis,cis-muconate
316		(S)-reticuline
317	RXN66-103	nornicotine
318	1.20.4.2-RXN	methylarsonate
319	S-FORMYLGLUTATHIONE-HYDROLASE-RXN	S-formylglutathione
320		N2-succinylglutamate
321		HCl
322	3-OXOACID-COA-TRANSFERASE-RXN	a 3-oxo acid
323	IMIDPHOSDEHYD-RXN	D-erythro-imidazole-glycerol-phosphate
324		3-phospho-hydroxypyruvate
325	CHORISMATE-SYNTHASE-RXN	5-enolpyruvyl-shikimate-3-phosphate
326	RXN-10722	4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate
327	CARBODEHYDRAT-RXN	H2CO3
328	RXN-9600	histamine
329	GUANIDINOBUTANAMIDE-NH3-RXN	4-guanidinobutyramide
330	RXN-7693	3-methylbutanal
331		isoamyl alcohol
332	1.14.13.36-RXN	trans-5-O-(4-coumaroyl)-D-quinate
333	RXN-9310	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
334	HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	p-hydroxybenzoylformate
335	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN|5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	S-methyl-5'-thioadenosine
336	RXN-9168	5-hydroxy-2-oxopentanoate
337	RXN-34	canavanine
338	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	mevalonate-5-PP
339	RXN-10067|PHOSPHOMEVALONATE-KINASE-RXN	mevalonate-5P
340	ETHANOLAMINE-KINASE-RXN	ethanolamine
341	RXN-10057|RIBOFLAVINSYNDEAM-RXN	2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate
342	KDO-8PSYNTH-RXN|2.5.1.19-RXN|DAHPSYN-RXN|RXN-8108|UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN|RXN-9991|RXN-9584|RXN-9988|RXN0-2522|TRANS-RXN-167A|TRANS-RXN54L-6119|TRANS-RXN54L-2988|N-ACETYLNEURAMINATE-SYNTHASE-RXN|2.7.3.9-RXN	phosphoenolpyruvate
343	PHENYLPCARB-RXN	phenol-phosphate
344	1.4.1.11-RXN	(3S,5S)-3,5-diaminohexanoate
345	RXN-5065	N,N-dihydroxyvaline
346	SHIKIMATE-PQQ-RXN|SHIKIMATE-KINASE-RXN|SHIKIMATE-5-DEHYDROGENASE-RXN|RXN-7968|2.3.1.133-RXN	shikimate
347	RXN-8036	coumarinic acid-&beta;-D-glucoside
348	2.4.1.122-RXN	glycoprotein N-acetyl-D-galactosamine
349	SUCCDIAMINOPIMDESUCC-RXN|SUCCINYLDIAMINOPIMTRANS-RXN	N-succinyl-L,L-2,6-diaminopimelate
350	RXN-8824	2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate
351	RXN-8801|RXN0-1401	ribose-1,5-bisphosphate
352	DHBDEHYD-RXN	2,3-dihydro-2,3-dihydroxybenzoate
353		2-dehydropantoate
354	RXN-8443	nicotinate riboside
355	RXN-10054	enolaldehyde
356	RXN-2902|2.6.1.18-RXN	malonate semialdehyde
357	RXN-9981	S-norlaudanosoline
358	L-ARABINONATE-DEHYDRATASE-RXN	L-arabinonate
359		xanthurenate
360	AMVAL-RXN	5-acetamidovalerate
361		cyclohexane-1-carboxyl-CoA
362	2.4.2.27-RXN	streptidine 6-phosphate
363	1.1.1.43-RXN|PGLUCONDEHYDRAT-RXN|6PGLUCONDEHYDROG-RXN|RXN-3341	6-phospho-D-gluconate
364	1.14.13.74-RXN	7-deoxyloganin
365	1.3.7.2-RXN	15,16-dihydrobiliverdin
366		N-acetyl-&beta;-glucosaminylamine
367	N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN	N-sulfo-D-glucosamine
368	1.8.4.9-RXN|1.5.4.1-RXN	glutathione disulfide
369	RXN-7694	2-methylbutanal
370	RIBOFLAVINSYNREDUC-RXN|RIBOPHOSPHAT-RXN	5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate
371	QUINOPRIBOTRANS-RXN	quinolinate
372	RXNQT-4191	thiamine-phosphate
373	OHMETPYRKIN-RXN	hydroxymethylpyrimidine
374	RXN-5403|RXN-5424|RXN-5442	indole-3-glycol aldehyde
375	GLYCOLATEDEHYDRO-RXN|RXN-969|GLYOXYLATE-REDUCTASE-NADP+-RXN	glycolate
376	1.21.3.1-RXN	N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine
377		butyryl phosphate
378	3.5.2.14-RXN	N-methylhydantoin
379	1.2.1.32-RXN|RXN-10723	2-aminomuconate semialdehyde
380	2-OXOPENT-4-ENOATE-HYDRATASE-RXN|RXN-9169	2-oxopentenoate
381		N-acetyl-&beta;-D-glucosaminyl-1,2-&alpha;-D-mannosyl-1,3-(R1)-&beta;-D-mannosyl-R2
382	KYNURENINASE-RXN|2.6.1.7-RXN|KYNURENINE-3-MONOOXYGENASE-RXN	kynurenine
383	TETHYDPICSUCC-RXN|DIHYDROPICRED-RXN|RXN-7737	tetrahydrodipicolinate
384	RXN-2364|RXN-7566|LYSINE-N-ACETYLTRANSFERASE-RXN	acetylphosphate
385	RXN-9171|RXN-9189	2-oxohexa-4,5-cyclopropyl-5-enoate
386	GPH-RXN	2-phosphoglycolate
387	HISTIDPHOS-RXN	L-histidinol-phosphate
388	R83-RXN	2-hydroxy-3-keto-5-methylthio-1-phosphopentene
389	1.14.12.1-RXN|AMINOBENZCOALIG-RXN|RXN-10724	anthranilate
390	RXN-8775	2,5-dioxopentanoate
391	RXN3O-581|RXN3O-680	inositol phosphate
392	RXN-9992	2-keto-3-deoxy-D-glycero-D-galacto-nononate-9-phosphate
393	RXN-9993	2-keto-3-deoxy-D-glycero-D-galacto-nononate
394	2.4.1.101-RXN	&alpha;-D-mannosyl-1,3-(R1)-&beta;-D-mannosyl-R2
